Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2024 12:00,14/2/2024 16:00,14/2/2024 20:00,15/2/2024 00:00,15/2/2024 04:00,15/2/2024 08:00,15/2/2024 12:00,15/2/2024 16:00,15/2/2024 20:00,16/2/2024 00:00,16/2/2024 04:00,16/2/2024 08:00,16/2/2024 12:00,16/2/2024 16:00,16/2/2024 20:00,17/2/2024 00:00,17/2/2024 04:00,17/2/2024 08:00,17/2/2024 12:00,17/2/2024 16:00,17/2/2024 20:00,18/2/2024 00:00,18/2/2024 04:00,18/2/2024 08:00,18/2/2024 12:00,18/2/2024 16:00,18/2/2024 20:00,19/2/2024 00:00,19/2/2024 04:00,19/2/2024 08:00,19/2/2024 12:00,19/2/2024 16:00,19/2/2024 20:00,20/2/2024 00:00,20/2/2024 04:00,20/2/2024 08:00,20/2/2024 12:00,20/2/2024 16:00,20/2/2024 20:00,21/2/2024 00:00,21/2/2024 04:00,21/2/2024 08:00,21/2/2024 12:00,21/2/2024 16:00,21/2/2024 20:00,22/2/2024 00:00,22/2/2024 04:00,22/2/2024 08:00,22/2/2024 12:00,22/2/2024 16:00,22/2/2024 20:00,23/2/2024 00:00,23/2/2024 04:00,23/2/2024 08:00,23/2/2024 12:00,23/2/2024 16:00,23/2/2024 20:00,24/2/2024 00:00,24/2/2024 04:00,24/2/2024 08:00,24/2/2024 12:00,24/2/2024 16:00,24/2/2024 20:00,25/2/2024 00:00,25/2/2024 04:00,25/2/2024 08:00,25/2/2024 12:00,25/2/2024 16:00,25/2/2024 20:00,26/2/2024 00:00,26/2/2024 04:00,26/2/2024 08:00,26/2/2024 12:00,26/2/2024 16:00,26/2/2024 20:00,27/2/2024 00:00,27/2/2024 04:00,27/2/2024 08:00,27/2/2024 12:00,27/2/2024 16:00,27/2/2024 20:00,28/2/2024 00:00,28/2/2024 04:00,28/2/2024 08:00,28/2/2024 12:00,28/2/2024 16:00,28/2/2024 20:00,29/2/2024 00:00,29/2/2024 04:00,29/2/2024 08:00,29/2/2024 12:00,29/2/2024 16:00,29/2/2024 20:00,1/3/2024 00:00,1/3/2024 04:00,1/3/2024 08:00,1/3/2024 12:00,1/3/2024 16:00,1/3/2024 20:00,2/3/2024 00:00,2/3/2024 04:00,2/3/2024 08:00,2/3/2024 12:00,2/3/2024 16:00,2/3/2024 20:00,3/3/2024 00:00,3/3/2024 04:00,3/3/2024 08:00,3/3/2024 12:00,3/3/2024 16:00,3/3/2024 20:00,4/3/2024 00:00,4/3/2024 04:00,4/3/2024 08:00,4/3/2024 12:00,4/3/2024 16:00,4/3/2024 20:00,5/3/2024 00:00,5/3/2024 04:00,5/3/2024 08:00,5/3/2024 12:00,5/3/2024 16:00,5/3/2024 20:00,6/3/2024 00:00,6/3/2024 04:00,6/3/2024 08:00,6/3/2024 12:00,6/3/2024 16:00,6/3/2024 20:00,7/3/2024 00:00,7/3/2024 04:00,7/3/2024 08:00,7/3/2024 12:00
940 110012303405,w192373,940 110009541760,w192005,No Shade,,3,6,2,2,16,5,3,1,3,,3,1,3,12,5,24,3,1,14,21,9,41,40,40,47,25,51,11,41,14,3,1,4,1,15,16,11,12,,5,20,15,3,1,,7,4,2,3,11,1,,5,6,13,9,,10,2,3,4,3,2,,,,1,2,1,,1,3,1,1,1,4,,2,1,1,2,5,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009421856,w192300,No Shade,,2,4,3,8,13,6,5,2,10,4,11,11,3,2,5,5,14,13,8,15,21,14,4,,9,5,6,9,3,5,11,6,5,20,18,4,4,3,6,20,1,2,2,4,4,40,6,5,11,5,,7,,11,4,4,3,10,5,2,1,5,1,1,4,45,5,45,2,5,4,50,2,5,20,6,11,29,3,6,7,7,13,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009423267,3745,No Shade,,2,7,6,1,4,6,3,8,6,1,4,3,3,4,9,5,,7,7,13,27,8,10,10,37,21,15,9,7,,2,9,1,,3,8,10,1,42,6,5,,5,4,5,10,8,,1,12,4,9,14,11,5,1,8,5,3,,2,3,2,5,7,6,15,6,2,2,,12,6,,2,5,7,5,10,6,6,4,12,19,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012567013,w192003,No Shade,,5,4,7,1,9,,2,4,42,,4,2,8,5,2,1,5,4,5,2,17,23,4,3,9,12,4,5,1,,7,1,4,13,10,6,6,7,,14,6,7,8,13,5,2,5,9,17,3,2,5,3,9,5,3,,3,4,,,13,5,2,,4,3,2,,1,3,1,,,,1,2,,,2,,1,,,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019091346,2632,No Shade,,3,2,4,3,4,,12,3,,13,30,3,10,14,6,2,19,9,1,8,23,19,6,,3,5,9,12,3,6,4,4,3,1,6,4,2,1,25,15,5,10,10,3,3,,,,4,10,3,4,2,1,7,1,1,11,1,7,3,1,2,1,1,,,,2,2,4,,2,1,6,1,,,2,1,9,4,22,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012565400,w192463,No Shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,2,2,,,,,,,,,1,6,1,,2,26,1,6,,6,1,2,2,2,9,6,1,,1,,5,2,1,28,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009540610,y463,No Shade,,4,12,21,2,4,4,6,9,25,7,5,,4,7,7,15,4,2,2,4,1,3,10,4,3,3,6,15,7,12,3,1,3,6,6,10,14,34,3,15,2,5,4,2,6,4,4,7,6,,1,5,3,7,4,,5,3,3,,3,2,1,3,,2,,,,,1,,1,,,,,,2,1,,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012553813,w1780,No Shade,,1,3,20,1,3,6,2,1,1,,2,1,3,4,2,3,,,,5,2,5,2,4,1,2,7,5,,1,9,6,3,21,2,1,5,,2,6,15,1,8,12,3,16,21,3,2,10,2,6,3,2,6,5,,2,10,2,1,31,8,,1,8,,,3,3,25,5,7,13,1,4,11,1,1,17,17,6,8,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019088588,2307,No Shade,,4,15,4,3,5,,1,13,4,,5,,3,20,7,20,11,22,6,2,10,8,5,4,2,,8,9,2,2,11,4,3,4,5,10,3,9,7,2,17,6,3,1,7,22,22,4,15,7,5,12,4,6,9,3,,10,10,1,3,20,1,2,9,8,2,2,3,8,3,3,1,3,13,10,3,3,9,1,2,38,,19,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019088485,2693,No Shade,,3,8,18,8,4,4,,20,3,1,12,10,8,8,7,11,8,7,,8,7,3,20,2,5,5,9,6,3,16,1,1,6,4,9,4,3,11,1,12,20,,7,12,3,5,19,4,12,9,4,3,8,6,5,5,11,6,5,1,3,11,24,8,55,34,38,5,3,5,17,6,,7,17,,12,,4,14,,14,17,2,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009423076,w192203,No Shade,,6,5,13,3,5,9,1,10,6,5,14,1,4,3,5,1,8,16,32,7,19,3,3,55,47,9,6,8,5,6,10,7,,2,3,9,10,18,2,15,,7,18,2,10,9,4,4,7,1,2,1,12,6,9,10,9,12,9,1,10,5,5,2,2,2,10,,4,8,3,20,10,1,4,2,6,21,6,4,1,12,2,6,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019091379,3749,No Shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,3,1,,1,3,3,,,,2,,1,,1,4,6,44,21,4,1,,2,6,4,8,9,4,5,14,5,4,2,1,6,6,4,19,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012567070,w192145,No Shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,5,6,1,4,2,,1,,,1,3,1,7,,1,5,1,15,19,3,4,9,2,,1,17,1,9,4,6,5,5,,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009421841,y1080,No Shade,,7,10,13,6,31,32,,7,11,5,2,31,3,10,13,26,16,7,8,12,16,9,2,2,7,12,9,6,1,1,13,3,6,7,6,24,5,3,3,14,8,9,9,4,26,17,14,,3,4,3,,6,14,7,20,3,25,8,3,1,12,5,,8,17,9,20,4,1,19,2,6,9,17,13,5,2,8,4,1,6,6,18,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110019088647,w1651,No Shade,,1,10,6,2,21,19,1,1,1,1,8,3,5,13,12,6,21,11,1,6,4,17,1,3,7,,2,6,9,20,4,5,1,1,10,6,1,3,1,5,5,46,7,5,6,2,5,3,8,2,3,3,11,9,,1,,2,10,1,1,27,12,1,2,11,1,14,1,2,3,2,17,,8,4,2,2,4,3,18,5,3,8,33,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012567561,w192556,No Shade,,3,14,2,5,5,1,4,,3,4,,7,1,28,13,17,7,8,5,6,2,13,9,7,1,8,7,11,10,9,9,19,2,21,8,31,17,10,4,3,,9,5,3,4,22,17,9,7,3,2,2,13,9,6,,5,5,31,18,3,5,5,6,59,4,3,,9,4,4,21,11,6,51,19,4,2,39,4,11,12,4,5,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009422821,2405,No Shade,,14,4,10,5,3,1,,1,14,12,11,1,3,3,13,6,1,,1,4,4,2,6,3,7,15,8,4,1,,3,1,,4,2,6,9,2,3,17,9,1,3,10,41,30,15,29,11,2,6,9,2,,5,9,8,5,4,10,11,5,12,3,9,6,3,1,5,5,3,,30,8,17,4,11,1,9,6,1,2,27,2,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012554559,w9330,No Shade,,8,14,10,5,5,2,8,47,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,,1,2,,3,2,1,,,1,,1,,6,,3,3,3,1,3,,4,1,,16,,8,43,5,8,3,1,32,17,26,,6,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110009538917,w1536,No Shade,,1,8,10,1,7,9,4,2,3,23,1,7,7,5,4,10,12,1,22,4,1,7,9,9,9,25,4,8,7,4,7,4,3,3,11,11,3,11,2,3,16,,5,1,,,3,1,4,2,4,1,3,4,4,2,3,,,,4,9,,2,,,,,,,1,5,,5,2,8,,,,3,4,2,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012567032,2673,No Shade,,4,4,3,3,8,19,2,8,8,5,2,18,3,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,6,1,2,2,,5,8,6,55,2,17,2,,,1,7,6,12,2,6,1,3,8,3,6,3,2,8,7,,5,4,4,5,7,11,8,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012303405,w192373,940 110012566693,w1657,No Shade,,3,5,1,5,4,4,2,1,3,4,7,7,9,5,3,,6,6,7,4,10,3,1,2,4,6,8,6,4,12,3,1,3,5,13,9,6,18,4,6,1,19,5,9,13,2,4,5,2,17,7,24,10,4,2,3,,5,5,,8,5,5,6,1,3,3,,1,,9,7,3,15,1,6,16,3,5,3,2,7,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009539462,2561,Medium Shade,,3,11,15,1,5,,,2,4,,7,10,2,7,4,2,3,1,4,3,5,2,9,12,3,7,6,9,2,22,1,,4,5,5,3,1,1,2,5,2,25,2,2,11,5,6,16,5,3,9,2,2,20,4,,11,8,18,11,13,4,3,7,2,2,6,,8,4,1,18,44,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009539751,y1021,Medium Shade,,,26,18,8,4,12,3,7,29,,3,9,5,1,4,3,2,3,3,5,6,4,14,10,4,,10,1,4,7,1,,4,7,6,2,5,1,1,7,27,1,3,5,3,1,10,1,8,3,3,1,16,5,10,1,8,11,1,27,5,3,5,,2,2,1,,,,1,4,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009539049,w192040,Medium Shade,,9,23,16,2,4,5,3,5,3,3,3,2,5,5,7,3,3,13,4,4,2,2,12,4,4,,6,6,5,18,,2,11,3,7,32,2,,5,2,3,3,6,2,,11,2,28,4,7,2,12,1,13,5,13,3,1,3,3,2,3,2,1,,1,5,1,,,2,12,23,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110012567780,w192115,Medium Shade,,2,4,7,8,,1,4,26,10,3,2,,10,6,4,2,6,1,3,3,1,2,8,17,12,,5,7,2,2,10,6,8,,13,2,,,11,9,1,6,1,3,3,2,5,6,3,12,4,8,2,16,28,1,1,2,1,,2,10,1,,1,,1,2,1,,1,7,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009538342,W1594,Medium Shade,,1,22,20,6,2,6,2,4,8,3,10,5,4,5,3,4,1,9,1,6,3,,2,18,2,1,2,5,1,14,,1,8,,,2,1,1,1,1,4,,1,1,6,,16,8,12,3,4,13,10,9,3,1,7,111,216,180,74,42,7,12,3,4,4,4,,,,22,4,19,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110019091210,y1075,Medium Shade,,,,,1,,20,2,,3,4,5,1,8,1,4,8,20,16,,2,3,1,11,2,,3,4,11,8,14,6,13,7,4,11,28,4,,4,,4,16,2,3,4,1,6,1,4,7,3,3,2,8,16,,,,,6,9,2,5,,,,,,1,5,,21,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009540276,w192123,Medium Shade,,2,12,25,6,15,1,,2,71,10,5,7,1,2,4,3,1,2,1,7,2,,,7,3,,16,2,1,11,6,1,9,11,19,1,27,12,4,,19,2,1,4,1,1,4,,4,3,8,6,8,2,4,3,,7,,2,,3,8,2,,,,,,1,,7,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110019091427,w192523,Medium Shade,,1,,,4,2,5,2,4,3,1,3,3,2,3,12,22,19,12,2,9,1,,,1,,1,5,,7,5,1,1,1,,3,2,8,8,1,2,1,6,2,1,4,4,2,6,7,17,4,1,6,3,8,,,9,6,11,6,3,2,,3,1,,1,8,2,,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009540034,y1057,Medium Shade,,,9,4,1,12,25,3,6,9,8,1,7,3,,10,7,7,4,5,1,15,8,11,1,6,4,5,2,7,9,4,4,4,2,2,13,6,,7,14,,11,9,2,9,4,6,,9,15,42,1,,35,4,8,18,3,13,14,3,24,4,2,2,,2,1,1,,,14,8,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110012567356,W192374,Medium Shade,,2,5,22,6,23,15,26,7,11,3,9,6,4,2,2,1,27,13,5,5,28,1,3,2,8,1,7,,3,3,4,5,9,19,6,2,4,,14,3,1,13,13,2,25,9,18,19,9,8,13,1,10,12,7,,1,11,10,17,1,29,1,,12,1,4,3,2,11,3,38,14,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009538669,w192272,Medium Shade,,1,,,4,7,16,2,6,3,7,22,4,2,1,13,14,4,4,4,1,31,1,10,2,3,5,2,2,6,6,3,2,5,2,6,,,2,4,4,,5,8,,3,41,9,33,19,6,8,3,8,6,2,,3,10,3,2,12,,2,1,,2,2,1,1,1,,6,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009541163,2892,Medium Shade,,3,5,11,17,7,21,8,2,2,6,10,4,,13,6,1,4,,,4,18,5,1,4,2,,12,1,2,5,1,,1,,6,2,5,4,25,16,,1,6,4,2,5,1,19,24,64,7,38,33,,8,,,,2,8,4,1,1,1,1,3,1,1,1,,3,16,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110009538983,w192443,Medium Shade,,,,,7,3,5,7,,7,1,1,,2,2,1,,,4,,8,27,2,,13,1,,2,2,2,15,1,31,2,3,3,1,4,,,,39,1,1,3,4,,5,3,,1,4,,2,4,17,6,3,17,7,,5,9,2,,,,1,1,,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110019088638,2655,Medium Shade,,8,8,13,2,6,16,8,6,4,6,8,22,3,2,3,,,3,3,,2,2,1,3,4,7,2,,5,4,5,,5,6,9,19,14,25,1,4,,,10,1,9,4,3,3,3,15,4,9,5,,1,10,,5,18,2,22,3,,2,1,1,1,,1,,1,16,11,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343058,w192408,940 110019090704,w192029,Medium Shade,,1,,,7,16,3,3,4,6,9,2,7,2,4,9,6,5,7,3,29,8,1,4,6,,24,16,4,11,4,8,3,3,4,2,8,9,1,4,2,,19,6,1,6,2,3,5,10,6,17,4,2,3,58,21,31,29,22,4,5,7,3,,,,2,2,,,3,35,20,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343094,w192350,940 110009421859,w790,High Shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,2,7,5,2,,6,3,1,3,1,32,3,5,3,9,4,1,2,5,53,9,3,6,,,,,,,,,,,,,,,,,,,
940 110007343094,w192350,940 110009423044,2991,High Shade,,2,8,1,1,13,20,5,,,,2,11,4,3,16,5,2,12,4,8,1,4,,15,4,24,11,3,1,1,4,6,6,14,1,,1,4,4,2,20,7,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,5,4,4,9,3,18,19,1,4,,8,5,1,4,3,4,2,9,6,2,3,2,15,1,5,5,5,25,75,160,141,7,86,70,44,4,14,1,1,11,15,5,21,2
940 110007343094,w192350,940 110019090446,2987,High Shade,,2,,2,,,1,3,30,5,,7,,,1,2,4,1,,3,3,1,1,2,,60,18,10,16,27,,11,3,3,9,,,3,4,1,9,25,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,18,13,2,3,3,1,10,9,3,2,2,1,5,2,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343094,w192350,940 110019088573,2393,High Shade,,,,3,,5,3,1,5,10,6,12,14,3,3,16,18,6,12,11,9,,3,2,8,,9,1,8,166,148,125,119,51,20,14,3,13,18,7,6,7,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,8,3,2,12,9,17,7,5,3,3,2,,,3,19,3,1,5,10,5,1,10,,,39,7,8,3,3,1,,1,8,,,,,,,,,,
940 110007343094,w192350,940 110012566936,2358,High Shade,,14,,,1,11,8,12,38,10,12,9,3,2,7,4,1,1,2,1,4,5,2,,4,4,22,20,19,,1,4,4,18,10,19,3,2,11,5,5,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,37,3,4,1,1,2,1,20,7,,4,7,4,1,2,5,6,5,7,1,2,6,8,2,9,11,,4,6,,6,3,14,5,7,3,15,7,,,,,,
940 110007343094,w192350,940 110009540229,2960,High Shade,,1,4,2,2,,7,2,1,,1,3,,,,,,,4,5,3,8,4,,,13,8,,,,,,,,3,,,2,2,16,6,,6,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,1,2,5,1,3,11,12,6,1,2,7,8,2,2,6,8,,,1,4,1,1,1,1,3,2,3,7,1,2,2,8,4,6,1,8,8,1,1,,,8,24
940 110007343094,w192350,940 110019091199,w192410,High Shade,,1,,,,,20,7,,,1,15,3,2,12,,1,2,47,1,14,11,,3,8,3,,,7,,2,4,21,6,16,,4,13,17,,,20,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,26,25,33,19,11,1,14,8,10,8,3,3,,2,1,2,3,6,6,4,3,6,,2,1,5,16,5,6,6,4,9,8,5,1,3,1,18,9,1,16,2,9,16,1
940 110007343094,w192350,940 110012565403,w1737,High Shade,,3,,,1,12,1,6,4,15,14,2,,2,1,16,12,5,15,2,30,1,2,2,2,2,,,3,,6,2,4,21,6,,,2,1,4,1,5,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,4,2,52,,4,5,5,1,2,3,1,,1,6,5,1,4,,6,1,1,1,,,2,4,5,5,3,4,,9,3,8,6,6,,,,3,,
940 110007343094,w192350,940 110009538417,w9331,High Shade,,,3,7,1,,1,2,,,2,3,7,9,,4,,,,4,3,12,13,,,5,,,3,3,10,4,23,25,7,,,3,24,26,5,25,1,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,3,7,4,12,2,4,7,2,2,,8,,5,5,2,11,5,3,,4,2,,,1,3,5,16,9,1,,2,5,7,3,5,1,7,23,2,5,1,4,4,14
940 110007343094,w192350,940 110009539441,2600,High Shade,,1,9,16,10,8,9,1,,,3,5,4,1,6,4,,,1,3,3,10,,,4,6,12,14,14,,,5,30,11,10,,,,3,5,3,,10,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,6,5,6,8,2,4,6,17,34,5,2,21,1,3,4,2,5,2,3,5,8,2,8,4,5,5,7,,5,4,3,,,,,,,,,,,
940 110007343094,w192350,940 110012568314,2301,High Shade,,,2,1,1,,,1,4,6,6,2,25,,13,6,,6,5,3,,5,1,,4,5,,,,,,,,2,32,,,2,32,1,6,7,3,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,3,3,5,4,7,7,4,3,,2,3,,13,3,12,6,2,9,,8,4,3,5,3,19,2,6,13,,1,2,6,22,6,,,,,,,,,
940 110007343094,w192350,940 110019091079,2967,High Shade,,5,3,10,1,1,18,3,3,3,3,12,,7,12,43,8,,,3,18,11,4,1,2,4,2,,1,3,22,13,10,4,9,14,3,4,1,8,9,34,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,4,6,3,4,3,3,2,11,1,1,6,3,2,2,3,6,5,6,4,4,12,4,5,2,4,,3,3,3,,2,6,3,11,8,12,3,1,5,,,,,
940 110007343094,w192350,940 110009540863,2709,High Shade,,,2,,,,2,,,7,7,,6,4,1,1,,,1,1,8,,,3,2,2,8,16,5,,,5,5,5,3,,,3,2,1,3,8,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,21,1,8,,5,20,15,4,,10,3,5,2,11,6,7,6,7,1,2,1,1,,1,28,3,3,9,,9,7,3,40,51,11,20,,6,8,,,,
940 110007343094,w192350,940 110019088702,2631,High Shade,,6,2,1,,6,20,2,1,18,3,15,,9,15,19,23,3,,2,4,8,,,,2,,,6,2,2,14,2,7,4,,,5,3,8,2,6,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,8,5,6,1,1,5,7,21,5,3,6,3,1,4,12,3,9,4,16,1,6,2,1,6,9,12,3,11,5,2,4,12,3,2,8,17,4,12,2,,,,4,3
940 110007343094,w192350,940 110009423189,2686,High Shade,,2,3,,1,,8,3,,,,3,,8,,2,,6,,5,1,1,3,28,18,,,,,,,10,1,3,1,22,6,2,7,9,2,4,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,,3,2,3,1,2,1,3,1,10,,2,2,3,2,8,1,2,1,1,63,3,5,4,,3,3,21,,1,7,14,7,2,,,,,,,,,
940 110007343094,w192350,940 110009422277,w1741,High Shade,,1,9,8,1,3,1,3,5,,1,10,1,8,9,,,11,,2,2,25,5,5,2,,,,,1,2,3,2,8,4,17,1,4,,3,6,9,12,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,2,3,44,,3,8,8,3,1,25,4,6,5,6,24,19,3,10,7,15,10,3,8,2,6,2,10,6,22,1,13,9,7,28,3,19,,,,,,,
940 110007343094,w192350,940 110009540159,w192170,High Shade,,2,,6,,,2,11,30,35,12,1,2,,7,7,6,16,6,1,,8,,1,4,10,16,19,1,,23,7,10,13,8,1,,4,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,93,13,11,22,70,9,21,1,1,2,1,5,2,3,6,10,9,6,2,,,,,,,,,,,,,,,,,,,,,,,,,
940 110007343094,w192350,940 110009539745,2535,High Shade,,3,2,12,,7,10,4,3,16,13,9,,4,16,10,3,2,10,11,4,6,4,10,1,4,25,3,21,1,,1,23,19,1,13,28,2,5,3,7,5,7,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,4,6,7,4,2,7,6,4,36,6,6,5,7,8,3,11,8,2,4,3,17,28,2,4,6,7,13,7,,11,6,14,24,1,,,,,,,,,
940 110007343094,w192350,940 110009541187,y464,High Shade,,3,11,,,5,,10,,,,5,1,6,8,3,3,3,,3,3,18,12,15,24,,11,2,4,,15,1,2,7,6,6,,11,7,,2,,6,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,17,15,4,6,,2,1,26,7,35,1,5,,2,1,4,1,4,3,1,5,4,10,4,,18,4,2,2,21,2,5,2,22,10,24,23,1,11,7,1,2,7,
