Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2024,15/2/2024,16/2/2024,17/2/2024,18/2/2024,19/2/2024,20/2/2024,21/2/2024,22/2/2024,23/2/2024,24/2/2024,25/2/2024,26/2/2024,27/2/2024,28/2/2024,29/2/2024,1/3/2024,2/3/2024,3/3/2024,4/3/2024,5/3/2024,6/3/2024,7/3/2024
940 110012306154,w192372,940 110009540147,w1637,High Shade,4,6,2,3,6,27,14,20,82,43,6,17,41,23,42,237,14,30,24,58,10,,
940 110012306154,w192372,940 110009539164,2924,High Shade,12,71,18,4,43,57,31,60,32,28,40,10,106,277,44,29,36,82,168,69,59,,
940 110012306154,w192372,940 110019091513,w192087,High Shade,2,72,37,3,9,16,17,23,14,9,9,36,42,7,19,25,21,19,16,55,28,,
940 110012306154,w192372,940 110012554299,y1053,High Shade,7,20,,55,4,11,5,14,71,10,7,28,202,742,148,21,27,28,17,67,49,,
940 110012306154,w192372,940 110019091090,3756,High Shade,2,31,,10,3,24,43,60,25,43,1325,432,60,113,51,39,31,34,5,32,15,,
940 110012306154,w192372,940 110012554266,w1645,High Shade,3,33,,5,13,34,7,14,26,36,17,20,60,584,136,36,39,56,20,29,10,,
940 110012306154,w192372,940 110009422291,2900,High Shade,16,89,67,2,2,15,32,23,100,30,8,14,12,32,17,23,18,47,92,53,35,,
940 110012306154,w192372,940 110009540606,2990,High Shade,5,15,1,12,18,13,134,14,19,56,9,46,540,49,39,22,22,22,46,128,40,,
940 110012306154,w192372,940 110019089911,2038,High Shade,9,19,17,6,34,37,14,40,53,8,6,18,28,40,81,17,19,35,67,59,80,,
940 110012306154,w192372,940 110012566557,2688,High Shade,14,20,39,4,29,21,13,97,47,55,8,27,48,85,34,81,22,65,23,186,43,,
940 110012306154,w192372,940 110009423265,2965,High Shade,7,2,,3,4,8,48,18,30,9,12,35,57,88,58,144,80,96,14,37,39,,
940 110012306154,w192372,940 110009539063,w221,High Shade,16,43,,2,37,11,16,91,169,360,11,12,47,118,161,11,30,54,57,113,33,,
940 110012306154,w192372,940 110009540630,2969,High Shade,4,7,1,4,14,27,42,9,4,15,35,48,20,69,12,17,59,63,9,15,32,,
940 110012306154,w192372,940 110009540994,w192561,High Shade,22,40,1,421,378,16,86,50,58,28,11,100,127,109,65,37,82,33,47,99,26,,
940 110012306154,w192372,940 110009423189,2686,High Shade,5,11,,7,54,13,32,21,32,25,,45,20,71,29,2,19,15,127,17,20,,
940 110012306154,w192372,940 110009539600,o22,High Shade,22,21,,14,24,71,118,126,63,38,17,4,38,6,102,31,174,118,11,45,20,,
940 110012306154,w192372,940 110019091521,2350,High Shade,15,6,2,302,60,49,16,28,58,12,14,52,15,66,36,80,33,62,35,57,77,,
940 110012306154,w192372,940 110009421864,o27,High Shade,13,60,14,23,38,19,48,35,54,36,19,31,46,72,75,21,65,53,46,88,33,,
940 110012306154,w192372,940 110009541103,w192002,High Shade,8,26,1,6,6,9,50,11,12,6,487,45,45,56,25,13,26,28,51,59,10,,
940 110012306154,w192372,940 110019090103,w192008,High Shade,17,4,4,9,13,95,40,29,57,30,29,18,78,49,90,34,46,72,45,69,36,,
940 110012306154,w192372,940 110012566714,3750,High Shade,18,17,,22,2,10,62,25,203,47,5,3,31,17,21,19,13,41,62,32,10,,
940 110012306154,w192372,940 110019088685,2931,High Shade,4,24,14,3,24,37,15,36,47,77,18,47,73,17,92,293,15,67,140,110,68,,
940 110012306154,w192372,940 110009540162,2433,High Shade,4,5,,27,7,21,16,41,62,27,13,77,100,25,80,32,26,58,59,45,32,,
940 110012306154,w192372,940 110012565433,2674,High Shade,1,,,4,9,11,18,13,45,66,54,35,67,28,84,27,47,44,123,25,10,,
940 110012306154,w192372,940 110009540062,w1765,High Shade,3,12,2,1,4,15,311,27,38,49,4,23,23,68,32,15,43,97,77,45,23,,
940 110012306154,w192372,940 110012554675,2570,High Shade,7,17,22,85,15,3,172,55,55,33,17,4,10,6,9,,,,,,,,
940 110012306154,w192372,940 110019088661,w791,High Shade,4,35,21,310,7,35,17,39,82,43,26,21,15,28,28,44,37,54,34,94,24,,
940 110012306154,w192372,940 110012568040,w1749,High Shade,24,120,21,19,15,6,36,14,20,74,3,29,43,134,87,13,13,40,34,115,89,,
940 110012306154,w192372,940 110009541461,2621,High Shade,3,43,,4,10,23,6,21,113,41,3,100,59,36,33,38,63,38,39,80,34,,
940 110012306154,w192372,940 110009539523,2303,High Shade,7,25,32,3,14,12,23,31,71,28,4,20,26,799,54,30,17,48,18,35,27,,
940 110012306154,w192372,940 110012567558,w229,High Shade,2,35,,6,18,15,155,63,51,30,10,36,32,31,125,11,30,101,109,60,8,,
940 110012306154,w192372,940 110009423166,2963,High Shade,11,18,5,14,7,11,35,60,92,34,22,17,60,42,24,59,60,90,102,42,59,,
940 110012306154,w192372,940 110009422302,2616,High Shade,13,15,1,15,14,2,17,40,88,85,17,5,54,61,81,26,20,80,102,69,49,,
940 110012306154,w192372,940 110009538502,w1763,High Shade,11,38,2,44,33,31,95,28,46,31,26,49,135,71,54,40,19,23,125,169,12,,
940 110012306154,w192372,940 110009540229,2960,High Shade,2,6,,3,37,2,9,16,94,7,3,10,49,39,47,6,53,33,16,76,22,,
940 110012306154,w192372,940 110012566822,w192004,High Shade,5,37,24,19,77,51,6,16,13,22,9,25,33,10,46,27,34,48,23,53,2,,
940 110012306154,w192372,940 110016191529,2899,High Shade,3,26,19,6,10,10,15,59,8,109,45,12,31,57,53,28,21,41,74,128,30,,
940 110012306154,w192372,940 110019091371,w1756,High Shade,2,14,5,5,11,13,49,26,47,43,19,82,59,17,31,45,20,70,17,62,11,,
940 110012306154,w192372,940 110012567214,2648,High Shade,1,18,,10,4,9,22,100,41,16,14,21,61,72,74,25,19,40,32,45,9,,
940 110012306154,w192372,940 110012554433,y474,High Shade,5,21,,17,13,12,25,26,34,77,24,13,40,23,17,14,27,48,17,93,38,,
940 110012306154,w192372,940 110019090507,2590,High Shade,3,12,30,4,9,39,10,9,34,41,3,8,74,9,62,55,58,50,37,108,33,,
940 110012306154,w192372,940 110009541155,2399,High Shade,9,29,1,5,23,12,34,21,22,25,24,32,297,356,25,49,19,45,104,82,15,,
940 110012306154,w192372,940 110012567203,2537,High Shade,3,33,1,3,11,18,299,54,29,49,16,27,69,56,118,15,29,60,32,63,73,,
940 110012306154,w192372,940 110012553700,o40,High Shade,14,17,5,21,17,19,10,34,30,13,26,20,25,28,85,26,20,101,23,81,69,,
940 110012306154,w192372,940 110009540691,2018,High Shade,5,35,33,7,52,18,48,32,15,27,5,50,30,12,49,13,36,33,37,73,30,,
940 110012306154,w192372,940 110012568291,y434,High Shade,10,29,1,62,32,51,11,36,58,21,8,14,64,17,48,21,34,20,50,87,76,,
940 110012306154,w192372,940 110009541259,3758,High Shade,35,39,9,119,22,22,148,71,78,73,8,59,65,92,43,38,28,100,51,107,517,,
940 110012306154,w192372,940 110012566863,y472,High Shade,5,29,,13,10,24,21,10,40,10,10,28,199,75,30,12,29,46,451,413,77,,
940 110012306154,w192372,940 110019091890,y460,High Shade,5,29,17,46,28,14,10,7,8,71,17,37,75,8,42,41,76,187,30,77,30,,
940 110012306154,w192372,940 110009540290,2327,High Shade,3,19,16,1,6,21,5,19,30,8,44,58,36,33,76,16,63,52,52,15,25,,
940 110012306154,w192372,940 110009541521,2613,High Shade,24,31,12,20,25,20,60,67,45,26,8,19,120,93,103,54,39,67,38,64,9,,
940 110012306154,w192372,940 110009422175,2595,High Shade,8,25,1,11,25,35,3,7,43,71,5,23,103,26,70,6,38,61,57,60,14,,
940 110012306154,w192372,940 110009539749,w1774,High Shade,7,313,29,3,42,17,36,26,26,13,3,14,10,85,16,10,36,92,23,58,98,,
940 110012306154,w192372,940 110012568205,2891,High Shade,,17,1,1,25,1,10,3,24,24,14,31,71,91,27,33,16,52,133,31,17,,
940 110012306154,w192372,940 110019091991,w192246,High Shade,5,25,15,10,25,82,45,92,76,496,73,23,120,38,65,41,72,104,16,62,176,,
940 110012306154,w192372,940 110009539497,2328,High Shade,5,27,1,3,3,13,35,8,40,15,26,36,34,26,38,8,104,38,63,36,39,,
940 110012306154,w192372,940 110009539574,W1585,High Shade,14,20,1,6,85,35,61,34,46,37,8,23,60,36,251,284,32,32,26,36,38,,
940 110012306154,w192372,940 110009541679,w1661,High Shade,4,6,,16,16,11,67,30,43,13,19,7,47,112,104,9,38,32,84,326,51,,
940 110012306154,w192372,940 110012566936,2358,High Shade,39,42,14,1,19,22,41,23,31,42,14,8,44,74,23,26,22,49,81,75,23,,
940 110012306154,w192372,940 110012565868,2952,High Shade,6,12,1,2,42,26,18,4,28,25,4,22,17,27,7,55,29,29,875,180,13,,
940 110012306154,w192372,940 110012566916,2543,High Shade,12,14,,3,125,5,29,11,77,45,17,30,40,55,35,80,21,22,36,40,53,,
940 110012306154,w192372,940 110009539123,y486,High Shade,17,38,,34,34,45,76,38,22,139,229,4,59,107,26,44,44,28,96,65,59,,
940 110012306154,w192372,940 110019091443,w9534,High Shade,3,10,17,9,21,37,12,1,20,15,8,6,9,3,10,,,,,,,,
940 110012306154,w192372,940 110009539732,2639,High Shade,3,5,1,,34,51,10,38,28,19,19,15,37,50,39,48,29,38,76,71,24,,
940 110012306154,w192372,940 110009540879,w192135,High Shade,4,58,,32,12,12,96,32,33,39,43,14,91,53,155,47,41,76,83,152,99,,
940 110012306154,w192372,940 110009423220,o24,High Shade,12,26,19,1,25,60,18,9,19,41,37,5,59,29,77,9,37,58,16,90,32,,
940 110012306154,w192372,940 110009538774,2384,High Shade,2,34,,9,12,7,22,18,49,15,6,18,63,332,111,40,22,47,26,44,8,,
940 110012306154,w192372,940 110009538677,W192239,High Shade,210,36,1,3,16,82,47,101,24,46,5,17,70,72,128,70,42,66,90,56,68,,
940 110012306154,w192372,940 110009539721,w9513,High Shade,8,38,,7,27,19,52,54,65,31,130,53,50,103,78,25,24,46,45,57,26,,
940 110012306154,w192372,940 110009422297,2376,High Shade,8,5,,7,13,32,40,28,9,21,11,5,8,3,8,,,,,,,,
940 110012306154,w192372,940 110009541595,2925,High Shade,6,95,2,5,61,21,54,36,29,99,8,63,56,76,71,33,12,23,79,45,14,,
940 110012306154,w192372,940 110012567794,w9280,High Shade,11,31,,4,25,15,6,37,51,24,8,9,31,109,52,10,34,50,74,11,33,,
940 110012306154,w192372,940 110009541586,w192277,High Shade,6,13,,,10,9,13,23,34,19,4,39,27,17,26,47,438,64,6,47,11,,
940 110012306154,w192372,940 110009539745,2535,High Shade,15,43,34,19,25,43,91,38,36,37,5,40,99,45,104,81,68,54,90,75,57,,
940 110012306154,w192372,940 110019090490,2627,High Shade,9,17,72,2,12,33,11,38,25,23,16,28,23,49,59,63,20,48,20,19,7,,
940 110012306154,w192372,940 110012566735,2934,High Shade,1,34,1,40,24,43,13,40,10,22,10,13,52,47,200,24,42,62,15,16,12,,
940 110012306154,w192372,940 110009422880,2407,High Shade,6,18,1,10,49,21,41,47,28,22,3,9,37,60,159,56,79,75,30,125,50,,
940 110012306154,w192372,940 110019088438,W210,High Shade,8,41,8,3,10,50,25,53,45,22,9,69,79,134,133,46,17,91,36,235,130,,
940 110012306154,w192372,940 110009538900,2659,High Shade,22,62,,74,36,48,41,40,94,55,7,4,56,47,154,25,30,40,40,155,60,,
940 110012306154,w192372,940 110012553789,2610,High Shade,7,8,1,9,4,13,16,22,20,25,17,34,50,30,44,52,55,36,51,128,43,,
940 110012306154,w192372,940 110009539746,w9563,High Shade,18,76,5,4,66,28,6,19,84,22,2,17,18,42,19,52,19,40,9,9,19,,
940 110012306154,w192372,940 110019090059,o75,High Shade,15,4,2,27,19,52,44,67,25,43,11,81,32,11,42,8,11,21,94,34,22,,
940 110012306154,w192372,940 110009540041,w192163,High Shade,2,4,,28,27,1,18,19,25,19,1,8,61,21,64,56,40,54,37,56,58,,
940 110012306154,w192372,940 110019088573,2393,High Shade,5,28,37,14,25,232,30,80,45,10,6,9,78,52,81,29,29,72,27,94,25,,
940 110012306154,w192372,940 110019091874,2933,High Shade,2,22,19,2,35,54,43,16,70,37,8,25,44,78,13,234,357,86,58,42,,,
940 110012306154,w192372,940 110019090374,2365,High Shade,3,65,18,40,20,30,20,66,48,28,2,19,139,28,85,14,43,398,229,73,12,,
940 110012306154,w192372,940 110019091854,w192180,High Shade,14,50,13,21,70,25,56,70,36,73,7,31,56,128,65,5,33,70,50,38,26,,
940 110012306154,w192372,940 110009540852,3717,High Shade,12,24,13,24,2,8,24,53,82,33,13,59,44,52,95,23,20,71,66,119,27,,
940 110012306154,w192372,940 110009422277,w1741,High Shade,2,35,,11,5,11,62,78,32,44,,50,61,35,68,25,21,161,92,54,36,,
940 110012306154,w192372,940 110012565444,w1512,High Shade,13,23,28,6,41,31,114,44,55,52,6,8,106,39,65,122,103,50,39,26,8,,
940 110012306154,w192372,940 110019090024,w192382,High Shade,4,20,,7,9,18,35,49,412,49,19,3,15,23,2,,,,,,,,
940 110012306154,w192372,940 110012567054,2411,High Shade,9,49,1,3,46,33,18,39,45,57,34,26,48,42,116,33,20,40,102,69,34,,
940 110012306154,w192372,940 110009541001,w795,High Shade,8,117,43,,76,45,62,19,73,63,32,9,48,108,70,10,16,62,98,52,213,,
940 110012306154,w192372,940 110019091352,w192172,High Shade,8,34,3,,18,44,14,23,60,126,293,3,25,20,9,,,,,,,,
940 110012306154,w192372,940 110009539701,w192055,High Shade,7,18,4,1,57,25,11,37,24,90,2,47,48,123,17,28,47,31,33,43,37,,
940 110012306154,w192372,940 110009423145,w192150,High Shade,13,16,38,6,29,35,75,38,66,34,46,33,47,273,32,23,55,36,140,261,95,,
940 110012306154,w192372,940 110009539995,w213,High Shade,20,18,4,15,13,43,9,72,51,25,20,16,83,60,86,33,48,84,39,127,69,,
940 110012306154,w192372,940 110009539582,2602,High Shade,8,2,,3,2,10,134,217,21,23,3,20,46,22,15,14,44,40,81,24,54,,
940 110012306154,w192372,940 110012567022,w937,High Shade,15,30,20,20,21,45,24,35,26,49,7,18,118,78,154,417,95,39,64,45,27,,
940 110012306154,w192372,940 110009539425,2619,High Shade,2,18,7,1,36,27,48,26,25,36,14,3,9,5,13,,,,,,,,
940 110012306154,w192372,940 110009541187,y464,High Shade,7,3,1,9,63,23,33,16,40,85,70,196,68,47,41,20,58,44,59,114,29,,
940 110012306154,w192372,940 110012553776,2571,High Shade,2,11,,12,26,65,5,7,94,75,38,7,108,284,80,48,72,27,144,25,26,,
940 110012306154,w192372,982 123539107431,2469,High Shade,11,4,3,8,85,38,16,17,15,6,9,12,16,15,26,7,59,37,61,35,6,,
940 110012306154,w192372,940 110009541433,w1772,High Shade,8,8,1,4,,22,44,48,33,60,42,40,34,28,90,15,42,12,29,6,1,,
940 110012306154,w192372,940 110009540280,w841,High Shade,12,13,2,82,11,15,13,47,101,36,10,70,22,127,12,10,26,59,55,57,64,,
940 110012306154,w192372,940 110012553675,w192153,High Shade,8,9,,11,23,33,17,7,32,84,15,7,59,10,27,22,21,25,17,72,13,,
940 110012306154,w192372,940 110012568230,w192423,High Shade,5,28,20,23,33,33,22,47,7,36,2,47,19,67,88,37,41,51,49,54,14,,
940 110012306154,w192372,940 110012554719,w1614,High Shade,11,27,31,13,45,69,31,10,92,29,103,38,65,78,30,15,35,28,56,55,21,,
940 110012306154,w192372,940 110019089933,2364,High Shade,11,3,,26,11,121,25,85,72,37,10,39,384,55,29,35,17,33,18,30,14,,
940 110012306154,w192372,940 110009538766,w192204,High Shade,78,361,,5,16,8,32,6,31,37,,41,40,52,33,24,23,78,51,103,31,,
940 110012306154,w192372,940 110012564941,3762,High Shade,30,31,,7,21,13,6,53,28,44,11,84,890,50,46,13,49,55,46,53,36,,
940 110012306154,w192372,940 110012567653,3799,High Shade,6,20,,2,16,58,45,30,35,28,4,4,106,30,13,20,20,24,68,44,446,,
940 110012306154,w192372,940 110009540892,2373,High Shade,6,20,2,1,4,20,45,19,12,59,12,15,60,20,45,50,59,77,43,100,57,,
940 110012306154,w192372,940 110019090105,2520,High Shade,4,37,22,6,26,36,10,68,33,6,18,13,26,13,1457,129,28,44,67,38,99,,
940 110012306154,w192372,940 110009540112,w192218,High Shade,5,15,2,17,32,8,45,66,27,47,12,61,38,33,147,15,19,32,67,58,74,,
940 110012306154,w192372,940 110009538652,2574,High Shade,2,12,,8,,33,18,27,415,199,3,8,96,38,38,43,47,21,30,25,35,,
940 110012306154,w192372,940 110019090459,2626,High Shade,6,28,7,8,43,67,7,66,48,127,120,30,83,105,113,73,27,45,28,52,5,,
940 110012306154,w192372,940 110009539186,2625,High Shade,7,19,2,31,51,45,22,54,44,76,15,39,35,300,105,32,22,57,132,59,78,,
940 110012306154,w192372,940 110009539443,W1695,High Shade,8,29,2,27,29,16,36,93,52,74,6,38,101,17,37,38,35,26,68,72,24,,
940 110012306154,w192372,940 110009540131,2640,High Shade,3,42,38,6,4,12,130,73,74,13,12,17,61,17,11,22,21,76,47,49,39,,
940 110012306154,w192372,940 110012554501,2717,High Shade,1,36,14,,36,17,8,39,13,27,8,17,46,104,27,9,35,48,38,37,3,,
940 110012306154,w192372,940 110019090321,3746,High Shade,2,75,1,7,9,8,46,24,50,83,15,40,156,7,76,107,66,45,40,144,6,,
940 110012306154,w192372,940 110009541455,2464,High Shade,6,1,,2,7,6,11,8,17,13,3,18,13,99,94,11,63,69,51,15,31,,
940 110012306154,w192372,940 110009540937,2428,High Shade,4,28,1,3,1,10,22,11,40,34,7,14,59,13,33,165,163,36,127,50,3,,
940 110012306154,w192372,940 110012554714,w192377,High Shade,3,26,14,323,361,13,11,25,34,31,23,3,48,26,43,48,26,40,73,16,17,,
940 110012306154,w192372,940 110012567632,5361,High Shade,12,30,,11,15,11,7,25,34,33,3,34,55,106,103,9,18,54,28,27,41,,
940 110012306154,w192372,940 110009541526,y428,High Shade,8,16,11,1,3,8,10,25,42,8,5,48,24,78,234,15,29,71,44,35,32,,
940 110012306154,w192372,940 110011991139,2653,High Shade,2,7,,,,,,,11,5,,15,35,133,19,12,43,36,23,9,2,,
940 110012306154,w192372,940 110009538417,w9331,High Shade,15,11,,,3,26,26,128,108,52,13,4,59,47,32,65,11,20,26,46,41,,
940 110012306154,w192372,940 110019091541,2893,High Shade,11,3,1,2,3,6,8,23,33,8,568,206,31,36,28,22,15,57,91,52,16,,
940 110012306154,w192372,940 110009422835,2510,High Shade,5,5,3,,14,22,36,24,52,25,5,2,18,63,55,10,44,25,32,18,27,,
940 110012306154,w192372,940 110009538885,w9333,High Shade,5,32,,4,4,16,28,49,38,35,6,3,23,9,15,,,,,,,,
940 110012306154,w192372,940 110012567143,w1640,High Shade,8,17,44,11,4,22,27,547,28,46,11,19,28,60,37,12,27,43,48,49,18,,
940 110012306154,w192372,940 110019090333,2441,High Shade,4,20,76,1,13,57,121,59,23,58,8,50,46,12,68,25,35,29,39,48,23,,
940 110012306154,w192372,940 110009541027,2930,High Shade,21,97,27,22,11,178,94,50,47,35,35,45,74,35,112,14,33,44,44,87,68,,
940 110012306154,w192372,940 110009540731,2713,High Shade,5,33,11,19,19,16,50,9,153,37,2,21,87,61,78,33,27,34,30,65,7,,
940 110012306154,w192372,940 110019092821,W1636,High Shade,5,182,16,3,19,56,15,23,46,22,11,18,35,30,58,28,271,116,19,19,16,,
940 110012306154,w192372,940 110019091545,3714,High Shade,117,129,29,11,39,42,46,82,77,67,10,65,59,20,107,19,41,39,105,83,82,,
940 110012306154,w192372,940 110009540400,w192325,High Shade,3,99,1,9,24,13,73,20,14,31,6,51,71,24,34,15,35,102,61,44,26,,
940 110012306154,w192372,940 110012566390,2467,High Shade,12,16,1,23,21,47,56,66,35,29,8,57,34,45,40,17,21,27,20,73,17,,
940 110012306154,w192372,940 110012567392,w192006,High Shade,8,21,,243,38,37,27,29,64,52,31,50,101,44,118,16,39,39,42,138,56,,
940 110012306154,w192372,940 110009540645,2348,High Shade,5,34,41,14,16,35,72,45,53,71,8,7,185,18,97,26,30,44,45,37,69,,
940 110012306154,w192372,940 110012567049,2988,High Shade,10,16,11,4,44,35,45,22,32,24,15,10,61,550,48,34,19,39,28,30,22,,
940 110012306154,w192372,940 110012567798,w1697,High Shade,10,21,,5,5,42,112,30,62,132,18,20,59,35,40,29,63,49,29,218,54,,
940 110012306154,w192372,940 110009539587,w192330,High Shade,10,14,,19,68,30,117,29,45,19,8,10,90,143,81,14,20,50,44,47,52,,
940 110012306154,w192372,940 110019090749,2375,High Shade,3,8,24,16,34,38,14,27,46,12,21,63,91,9,11,,,,,,,,
940 110012306154,w192372,940 110009423244,w9536,High Shade,,24,,7,6,11,60,28,40,29,3,6,9,20,5,,,,,,,,
940 110012306154,w192372,940 110009539426,w1531,High Shade,9,8,,9,29,36,11,28,34,68,13,32,229,128,29,10,38,30,42,26,25,,
940 110012306154,w192372,940 110012553605,2302,High Shade,2,16,,13,8,14,22,7,27,13,11,16,72,37,18,13,8,19,68,31,21,,
940 110012306154,w192372,940 110012554588,2628,High Shade,12,19,1,8,70,24,60,27,100,189,130,20,29,164,17,9,28,59,9,26,11,,
940 110012306154,w192372,940 110009540190,1474,High Shade,2,8,1,3,14,34,34,37,18,45,3,20,53,74,45,53,77,229,99,93,1,,
940 110012306154,w192372,940 110009541089,2568,High Shade,10,49,25,2,55,81,70,14,37,47,8,72,29,53,48,22,42,46,10,68,21,,
940 110012306154,w192372,940 110012567424,2305,High Shade,4,61,14,20,62,34,33,20,26,33,13,65,56,106,21,138,116,52,26,70,23,,
940 110012306154,w192372,940 110019090775,w192050,High Shade,11,47,9,,4,33,24,24,22,30,16,172,3,10,35,,,,,,,,
940 110012306154,w192372,940 110009538890,2550,High Shade,6,16,3,11,4,30,71,111,84,108,14,4,65,107,46,442,142,87,124,174,19,,
940 110012306154,w192372,940 110009539726,w952,High Shade,4,52,30,4,244,48,31,16,97,44,4,19,47,43,17,16,78,45,59,31,18,,
940 110012306154,w192372,940 110009422294,o77,High Shade,3,28,,10,180,39,13,9,27,24,42,9,59,58,42,18,30,58,14,52,41,,
940 110012306154,w192372,940 110009423109,w9281,High Shade,5,69,,18,24,51,48,17,79,23,1,15,116,45,76,30,62,73,126,465,46,,
940 110012306154,w192372,940 110019091199,w192410,High Shade,7,50,6,39,10,22,56,85,44,30,5,55,28,33,61,77,11,20,71,68,12,,
940 110012306154,w192372,940 110009541182,w192154,High Shade,7,15,,5,23,24,87,55,27,32,19,28,60,18,28,77,20,28,24,39,57,,
940 110012306154,w192372,940 110009539379,2646,High Shade,11,47,,504,316,14,129,13,36,58,29,13,42,75,63,85,22,52,61,99,63,,
940 110012306154,w192372,940 110019091355,2321,High Shade,2,15,3,3,10,22,13,52,67,18,16,10,56,120,118,28,23,66,10,51,20,,
940 110012306154,w192372,940 110012564961,2335,High Shade,1,50,71,3,7,11,32,28,27,47,6,23,178,58,29,27,44,19,28,17,42,,
940 110012306154,w192372,940 110012554672,y1024,High Shade,15,53,28,17,21,20,19,16,30,34,2,50,72,143,56,50,13,71,69,38,32,,
940 110012306154,w192372,940 110012564957,2622,High Shade,4,52,4,14,19,10,121,33,53,58,10,40,1054,346,202,35,47,83,35,86,78,,
940 110012306154,w192372,940 110019091895,2394,High Shade,3,11,12,1,12,28,3,9,52,26,7,11,31,5,43,24,56,108,57,103,15,,
940 110012306154,w192372,940 110009423044,2991,High Shade,1,9,,17,48,30,35,63,60,20,5,17,108,26,69,15,12,48,45,62,265,,
940 110012306154,w192372,940 110009538720,3728,High Shade,13,39,5,4,44,22,50,270,58,79,6,70,39,39,28,12,24,50,77,64,15,,
940 110012306154,w192372,940 110019091927,y493,High Shade,7,25,3,10,31,44,32,72,34,18,15,26,98,89,304,15,30,30,57,44,36,,
940 110012306154,w192372,940 110012553652,w9511,High Shade,12,12,,6,40,39,5,19,12,168,12,1,57,167,35,11,28,119,54,19,53,,
940 110012306154,w192372,940 110012554553,w961,High Shade,12,13,39,29,31,65,48,62,102,69,36,23,95,73,192,53,53,72,41,105,23,,
940 110012306154,w192372,940 110009530579,w967,High Shade,13,46,27,14,72,20,16,25,30,32,4,4,49,52,24,22,29,63,48,51,48,,
940 110012306154,w192372,940 110009540880,w897,High Shade,10,26,3,3,22,11,69,18,47,34,8,43,38,82,54,11,44,24,28,47,12,,
